Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"['A geriatric cancer fellow at the Boston Medical Center said he developed a reaction almost immediately after receiving the shot.', 'A geriatric cancer fellow at the Boston Medical Center said he developed a reaction almost immediately after getting the shot.', 'A geriatric cancer fellow at the Boston Medical Center said he developed a reaction almost immediately after he received the shot.', 'A geriatric oncologist at the Boston Medical Center said he developed a reaction almost immediately after receiving the shot.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""It's time to expose the truth about Covid 19 and Rage Against the Mandatory Vaccines."", ""It's time to expose the truth about Covid 19 and Rage Against the Mandatory Vaccines!"", ""It's time to expose the truth about Covid 19 and Rage against the mandatory vaccines!"", ""It's time to expose the truth about Covid 19 and Rage against the mandatory vaccines.""]",0,1,0,0,0,0,0,0,0,0,0,0
"['When the numbers go back up after the vaccine has been rolled out, what will they say?', 'When thevaccine has been rolled out and people can still catch it, what will they say?', 'When thevaccine has been rolled out and people can still catch it, what will they tell you?', 'When the numbers go back up after the vaccine has been rolled out, what will they say about it?']",0,0,0,0,0,0,0,0,0,1,0,0
"[""Lying about the side effect profile of the vaccine will do damage that can't be fixed, after a year of trust-destroying decisions from the public health bureaucracy."", ""Lying about the side effect profile of the vaccine will do damage that can't be fixed after a year of trust-destroying decisions from the public health bureaucracy."", ""Lying about the side effect profile of the vaccine will do damage that can't be fixed, after a year of trust destroying decisions from the public health bureaucracy."", ""Lying about the side effect profile of the vaccine will do damage that can't be fixed after a year.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""I don't have a vaccine under my watch. both girls are young women now."", ""I don't have a vaccine under my watch, both girls are young women now."", ""I don't have a vaccine under my watch, both girls are young women now. science lies for profits yet criminalizes prophets."", ""I don't have a vaccine under my watch. both girls are young women now. science lies for profits yet criminalizes prophets.""]",0,0,0,1,0,0,0,0,0,0,0,0
"['The UK approves Pfizer/BioNTech Covid vaccine for release next week.', 'The UK approves Pfizer/BioNTech Covid vaccine for launch next week.', 'The UK approves Pfizer/BioNTech Covid vaccine next week.', 'The UK approves Pfizer/BioNTech Covid vaccine for launch next week, waking up people.']",0,0,0,0,0,0,1,0,0,0,0,0
"[""We don't need an immune system."", ""We don't need the immune systems."", ""We don't need immune systems."", ""We don't need the immune system.""]",1,0,0,0,0,0,0,0,0,0,0,0
"[""Bonnie Henry won't tell us about the experiment because she doesn't want us to know about it."", ""Bonnie Henry won't tell us about the experiment because she doesn't want us to know about the risk."", ""Bonnie Henry won't tell us about the experiment because she doesn't want us to know."", ""Bonnie Henry won't tell us about the experiment because she doesn't want us to know about the covid risk.""]",0,1,0,0,0,0,1,0,1,0,0,0
"['The covid vaccine is not for profit.', 'The vaccine is not for profit.', ""The covid vaccine isn't for profit, so you either want them or you don't."", ""The covid vaccine is not for profit, so you either want them or you don't.""]",0,0,1,0,0,0,0,0,0,0,0,0
"['Brazil canceled its trials of the vaccine due to adverse effects.', 'Brazil canceled its trials of the vaccine because of adverse effects.', 'Brazil canceled its trials due to adverse effects, and China just bought millions of doses of the Russian Sputnik vaccine.', 'Brazil canceled its trials due to adverse effects, and China just bought millions of Russian Sputnik vaccine doses.']",0,0,0,0,0,0,1,0,1,0,0,0
"['Pfizer Vaccine Adverse reactions do not put your child at risk and should be investigated in Canada.', 'Pfizer Vaccine Adverse reactions do not put your child at risk and should be investigated in Canada before you get the jab.', 'Pfizer Vaccine Adverse reactions do not put your child at risk and should be investigated in Canada before you get the vaccine.', 'Pfizer Vaccine Adverse reactions do not put your child at risk and should be investigated in Canada before you get a vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['He has the nerve to call vaccine sceptics ""nuts"".', 'He has the nerve to call vaccine sceptics ""nuts"" if he\'s not removed.', ""If he's not removed, he will almost certainly destroy this country."", 'He has the nerve to call vaccine sceptics ""nuts"" if he is not removed.']",0,0,0,0,1,0,0,0,0,0,0,0
"['""Why are we ""vaccinating"" 90 year olds and older?"" I asked my 83 year old Dad, who was in the hospital for 18 days with a clot on the brain.', '""Why are we ""vaccinating"" 90 year olds and older?"" I asked my 83 year old Dad after he was in the hospital with a clot on the brain.', '""Why are we ""vaccinating"" 90 year olds and older?"" I asked my 83 year old Dad after he had a clot on the brain.', '""Why are we ""vaccinating"" 90 year olds and older?"" I asked my 83 year old Dad, who was in the hospital for 18 days with a clot on his brain.']",0,0,0,0,0,0,0,0,1,0,0,0
"['Here is a list of people who I would be happy to watch receive the vaccine.', 'Here is a list of people who I would be happy to see receive the vaccine.', 'Here is a list of people who I would love to see receive the vaccine.', 'Here is a list of people I would be happy to watch receive the vaccine.']",0,0,0,0,1,0,0,0,0,0,0,0
"['There is no chance for a long term study of the vaccine because it has never been tried before on people.', 'There is no chance for a long term study of the vaccine because it has never been tried on people before.', 'There is no chance for a long term study of this vaccine technology.', 'There is no chance for a long term study of this vaccine tech.']",0,1,0,0,0,0,1,0,1,0,0,0
"['I read that the military will be the one to make the vaccine.', 'I read that the military will be forced to give the vaccine.', 'I read that the military will be the one to give the vaccine.', ""The military will be forced to give the vaccine, that's crazy.""]",0,1,0,0,0,0,0,0,0,0,0,0
"['Pfizer is on the left and Oxford AZ is on the right.', 'Pfizer is on the left, Oxford AZ is on the right.', ""Don't get the Covid Beetlejuice people, you'll regret it."", ""Don't get the Covid Beetlejuice folks, you'll regret it.""]",1,0,0,0,0,0,0,0,0,0,0,0
"[""If you're worried about Covid-19, then you should be aware that the University of Oxford is a pharma giant that was sued for fraud."", ""If you're worried about Covid-19, then you should be aware that the University of Oxford is actually a pharma giant that was sued for fraud."", ""If you're worried about Covid-19, then you should be aware that the University of Oxford is really a pharma giant that was sued for fraud."", ""If you're worried about Covid-19, then you should be aware that the University of Oxford is a pharma company that was sued for fraud.""]",0,0,1,0,0,0,0,0,0,0,0,0
"[""The proof Covid vaccines are safe when you're pregnant is proof they think we're stupid."", ""The proof Covid vaccines are safe when you're pregnant is proof that most of us are stupid."", ""The proof Covid vaccines are safe when you're pregnant is proof that we're stupid."", ""The proof Covid vaccines are safe when you're pregnant is proof that most of us are.""]",0,0,0,0,0,0,0,0,0,1,0,0
"['This is simply not good enough and hugely disappointing.', 'This is simply not good enough and hugely disappointing, because different age groups may get different Covid vaccines.', 'This is simply not good enough and hugely disappointing, as experts say that different age groups may get different Covid vaccines.', 'This is simply not good enough and hugely disappointing as experts say that different age groups may get different Covid vaccines.']",0,0,0,0,0,0,1,0,0,0,0,0
"['.@jbpritzker force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional.', '.@jbpritzker force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical.', '.@jbpritzker force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional', ""It's unethical to force-inject citizens with a fast-tracked, experimental, liability-free vaccine.""]",0,1,0,0,0,0,1,0,0,0,0,0
